Epoch,Train AUC,Train Accuracy,Train F1,Train Recall,Train Precision,Train W_distance,Train critic_loss,Train gen_loss,Train total_loss,Val AUC,Val Accuracy,Val F1,Val Recall,Val Precision,Val W_distance,Val critic_loss,Val gen_loss,Val total_loss,Test AUC,Test Accuracy,Test F1,Test Recall,Test Precision,Test W_distance,Test critic_loss,Test gen_loss,Test total_loss,Iteration
50,0.8441862085532575,0.7557166916167665,0.4228907406998077,0.7627172699728911,0.2925471726964127,17.583933799423857,-14.410697264300136,0.2651140394860399,0.2636729697596101,0.8285056364523273,0.7168235921122758,0.3836040216550658,0.7898089171974523,0.2533197139938713,17.254201889038086,-17.254201889038086,0.2682325839996338,0.2665071785449981,0.6225979113449891,0.6141141141141141,0.4870259481037924,0.3777089783281733,0.6853932584269663,15.032163619995115,-15.032163619995115,3.100925207138061,3.099421977996826,0
40,0.8401170434345189,0.76062874251497,0.4229259710380295,0.7473692602040817,0.2949040578798364,5.807969521619603,-5.250773173891855,0.2679322807553285,0.2674072034379393,0.828174333286209,0.777402735832297,0.4201758445164275,0.7229299363057324,0.2961513372472276,4.624748706817627,-4.624748706817627,0.2672068476676941,0.2667443752288818,0.6308749063535188,0.6081081081081081,0.5175600739371534,0.4334365325077399,0.6422018348623854,3.929990291595459,-3.929990291595459,2.064758539199829,2.0643656253814697,1
25,0.8244248864119857,0.7584393712574851,0.4123992899085074,0.7223152355895719,0.2885809842331581,3.477629572474314,-3.2370238965142986,0.2778524272277684,0.2775287248381168,0.8194832371105396,0.7054538994492805,0.372445117335352,0.7834394904458599,0.2442899702085402,3.1735851764678955,-3.1735851764678955,0.2734191119670868,0.2731017470359802,0.6933089025083718,0.6726726726726727,0.6461038961038961,0.6160990712074303,0.6791808873720137,2.5293781757354736,-2.5293781757354736,1.7355445623397827,1.735291600227356,2
47,0.8438396431820971,0.7542571107784432,0.4216159080399023,0.7633971291866029,0.2912293510997535,8.812810105763509,-7.711678622297184,0.2657362262645881,0.2649650584023579,0.8242466156450239,0.7255285130573814,0.3856858846918489,0.7722929936305732,0.2570217276099629,9.235383987426758,-9.235383987426758,0.270266592502594,0.2693430483341217,0.7035806803924578,0.6741741741741741,0.6239168110918544,0.5572755417956656,0.7086614173228346,7.95247220993042,-7.95247220993042,2.198516368865967,2.197721004486084,3
31,0.832012069296943,0.7373222305389222,0.4060338079421161,0.7649872448979592,0.2763586095671457,4.325576422742741,-3.983736272058087,0.2738645861070313,0.2734662124798254,0.8219158716027495,0.7464913839047789,0.3986514959966287,0.7531847133757962,0.2710601719197708,4.390535831451416,-4.390535831451416,0.2721095979213714,0.2716705501079559,0.6545324896876045,0.6351351351351351,0.5817555938037866,0.5232198142414861,0.6550387596899225,3.939475536346436,-3.939475536346436,1.888229966163636,1.88783597946167,4
35,0.8363365753381413,0.7601141467065868,0.4202600339174675,0.7411276816333041,0.2932841002335416,2.55423011522807,-2.417436011394341,0.2707454559867253,0.2705037123855859,0.8273402644311902,0.753064487475573,0.4054747647562019,0.7547770700636943,0.2771929824561403,2.44739842414856,-2.44739842414856,0.2690995931625366,0.2688548564910888,0.6046899962992716,0.581081081081081,0.6427656850192062,0.7770897832817337,0.5480349344978166,1.913607835769653,-1.913607835769653,1.5819681882858276,1.5817768573760986,5
67,0.8597357572924226,0.7817645958083832,0.4504135152329115,0.7618364418938307,0.3197190165579528,114.92760494940296,-77.07012599099896,0.2430445650915899,0.2353375524924899,0.8300252369908184,0.7402735832297033,0.3948675496688742,0.7595541401273885,0.2667785234899328,107.41775512695312,-107.41775512695312,0.2662153542041778,0.2554735839366913,0.5721687171109044,0.5765765765765766,0.4125,0.3065015479876161,0.6305732484076433,96.19566345214844,-96.19566345214844,2.5026631355285645,2.4930436611175537,6
44,0.8411247924386294,0.7443488023952096,0.4143267458310112,0.7707336523125997,0.2833147681303863,3.944448268627692,-3.6554707645656106,0.2678952045961768,0.2675296575197202,0.8236244470851053,0.7553739562977438,0.3989524225229157,0.7277070063694268,0.274804570054119,4.2330427169799805,-4.2330427169799805,0.269224613904953,0.2688013017177582,0.665237523580861,0.6381381381381381,0.6481751824817519,0.6873065015479877,0.6132596685082873,3.6586427688598633,-3.6586427688598633,1.8775488138198853,1.877182960510254,7
43,0.8371635913173356,0.7361526946107785,0.4081598388179986,0.7752531292354301,0.276997578692494,6.850421167133811,-6.119420801379723,0.2704638294831007,0.2698518874029625,0.8273555479986806,0.7555516077456031,0.4074074074074074,0.7531847133757962,0.2792207792207792,6.325860977172852,-6.325860977172852,0.267876923084259,0.2672443389892578,0.5949507622597912,0.5735735735735735,0.4982332155477031,0.436532507739938,0.5802469135802469,5.286545753479004,-5.286545753479004,2.143033027648926,2.1425044536590576,8
27,0.8311398441843376,0.7468188622754491,0.4097888675623801,0.749182550442619,0.2820258788915908,2.9331605948373944,-2.761128039203004,0.2735569207254284,0.2732808079215081,0.8211262206157495,0.7296144963581453,0.3823051948051947,0.75,0.2565359477124183,3.1332736015319824,-3.1332736015319824,0.270486056804657,0.2701727151870727,0.6650660264105642,0.6531531531531531,0.5649717514124294,0.4643962848297213,0.7211538461538461,2.518918991088867,-2.518918991088867,1.7333754301071167,1.733123540878296,9
65,0.8579258811912119,0.7645303143712575,0.4366900194731069,0.7779106858054227,0.3035442013878084,21.188729615125823,-17.03416939010163,0.255436983883024,0.2537335669440134,0.8308701317061429,0.7379641144075324,0.3996743996743996,0.7818471337579618,0.2684527063969382,22.51790237426757,-22.51790237426757,0.2676229476928711,0.2653711438179016,0.6091669750607009,0.6036036036036037,0.4210526315789474,0.2972136222910216,0.7218045112781954,21.19273376464844,-21.19273376464844,3.1902647018432617,3.188145399093628,10
46,0.8401267139162495,0.7308476796407186,0.4064866203140151,0.7851904989638132,0.2742254266069092,8.090635352791427,-7.131445613164388,0.2686229277335241,0.2679097831722078,0.8302390477318549,0.7599928939420856,0.4123531970421922,0.7547770700636943,0.2836624775583483,8.10542106628418,-8.10542106628418,0.268436998128891,0.2676264643669128,0.6471671375317043,0.6201201201201201,0.4511930585683297,0.3219814241486068,0.7536231884057971,6.669568061828613,-6.669568061828613,2.079958200454712,2.079291343688965,11
37,0.8300840964444959,0.7476983532934132,0.4094950291245127,0.7457329717658319,0.2822385897126298,8.974273662224501,-7.840190487136384,0.2740780279218793,0.2732940088731656,0.8245567447020149,0.7447148694261858,0.3969785984053714,0.7531847133757962,0.2695156695156695,8.332906723022461,-8.332906723022461,0.2703635096549988,0.2695302069187164,0.6575923602523717,0.6351351351351351,0.5831903945111492,0.5263157894736842,0.6538461538461539,7.021961212158203,-7.021961212158203,1.6663579940795898,1.6656558513641355,12
59,0.8547888077458999,0.7497660928143712,0.4270933744617955,0.7950394768322833,0.2919693064667291,52.74774365910513,-38.40749334689386,0.2534715938889338,0.2496308445542447,0.8248608240135412,0.786285308225262,0.4257756563245823,0.7101910828025477,0.3040218132242672,56.2879524230957,-56.2879524230957,0.2673745155334472,0.2617457211017608,0.6072173230194333,0.5915915915915916,0.5496688741721855,0.5139318885448917,0.5907473309608541,49.12149429321289,-49.12149429321289,2.140944719314575,2.1360325813293457,13
47,0.8457179874324485,0.7724831586826347,0.432813192452126,0.7399314139883564,0.3058614096393486,8.042515286428486,-7.09288772109026,0.2642963940690377,0.2635871052969287,0.8304526992690634,0.7901936400781666,0.4330292846855497,0.7181528662420382,0.3099656357388316,8.008743286132812,-8.008743286132812,0.2672852277755737,0.2664843499660492,0.572123586276616,0.5585585585585585,0.5893854748603352,0.653250773993808,0.5368956743002544,6.937868595123291,-6.937868595123291,2.5417580604553223,2.5410642623901367,14
63,0.8520287778118664,0.767430763473054,0.4359783077307072,0.7658031088082902,0.3047326016621201,15.115612821521871,-12.583428156161736,0.2594466012930442,0.2581882584774281,0.8258155693702024,0.7836205365073725,0.4161073825503356,0.6910828025477707,0.2976680384087791,14.985967636108398,-14.985967636108398,0.2684781849384308,0.2669795751571655,0.514338066053489,0.545045045045045,0.5910931174089068,0.6780185758513931,0.5239234449760766,13.640499114990234,-13.640499114990234,2.827423095703125,2.826059103012085,15
73,0.8522245084544382,0.7767683383233533,0.4418816814428407,0.7531897926634769,0.312655168989374,50.43943797585493,-37.04441850627968,0.2530257991777209,0.249321357327093,0.8263375987222936,0.7740273583229703,0.4143646408839779,0.7165605095541401,0.2914507772020725,54.851524353027344,-54.851524353027344,0.267679214477539,0.2621940672397613,0.6908989159573604,0.6501501501501501,0.6431852986217458,0.6501547987616099,0.6363636363636364,45.49591064453125,-45.49591064453125,2.1636059284210205,2.1590564250946045,16
38,0.835701581788955,0.7542571107784432,0.4165018994512697,0.7472895408163265,0.2887061504819982,1.8798901103927703,-1.7915621147184315,0.271645604154307,0.271466447942835,0.8253104156238815,0.7255285130573814,0.3876337693222354,0.7786624203821656,0.2580474934036939,1.879690170288086,-1.879690170288086,0.2682944536209106,0.2681064903736114,0.7022538338643729,0.6591591591591591,0.6851595006934812,0.7647058823529411,0.6206030150753769,1.4676318168640137,-1.4676318168640137,1.175537347793579,1.175390601158142,17
51,0.8468552574960354,0.7600860778443114,0.4273271395390388,0.7631012203876526,0.2967523806569683,8.377571993959164,-7.363485195822345,0.2632887561342673,0.2625524076146852,0.8281646218526996,0.7610588026292414,0.409310496267018,0.7420382165605095,0.2825955124317768,8.474336624145508,-8.474336624145508,0.2687979638576507,0.2679505348205566,0.6971811280903337,0.6756756756756757,0.6351351351351351,0.5820433436532507,0.6988847583643123,7.357525825500488,-7.357525825500488,1.8109197616577148,1.810184001922608,18
32,0.8308077744597973,0.7501497005988024,0.4136401563392033,0.7509367774854501,0.2854328919058153,3.95030343118542,-3.661382405629415,0.2737430124939559,0.2733768742533929,0.8191282125740458,0.7326345709717534,0.3933897621926642,0.7770700636942676,0.2633567188343227,4.16471004486084,-4.16471004486084,0.272659033536911,0.2722425758838653,0.5589544088312016,0.5495495495495496,0.5750708215297451,0.628482972136223,0.5300261096605744,3.595428466796875,-3.595428466796875,1.975743055343628,1.9753835201263428,19
43,0.8451169514335424,0.7521893712574851,0.4222076788830715,0.771875249262184,0.2905744227246795,8.87834169650506,-7.7650317557557615,0.2641958611454078,0.2634193579698322,0.8275711099818253,0.6987031444306271,0.3755522827687776,0.8121019108280255,0.2442528735632184,8.020648956298828,-8.020648956298828,0.2676648497581482,0.2668627798557281,0.6696783976748594,0.6531531531531531,0.6396255850234009,0.6346749226006192,0.6446540880503144,7.23479700088501,-7.23479700088501,2.297194242477417,2.296470880508423,20
