Iteration,Accuracy,AUC,F1,Recall,Precision
0,0.6531531531531531,0.707804926481871,0.6796116504854368,0.7585139318885449,0.6155778894472361
1,0.6786786786786787,0.7335114496926589,0.688953488372093,0.7337461300309598,0.6493150684931507
2,0.6756756756756757,0.7316159546525377,0.6983240223463687,0.7739938080495357,0.6361323155216285
3,0.6831831831831832,0.7424834595492331,0.691068814055637,0.7306501547987616,0.6555555555555556
4,0.6666666666666666,0.7273826823962667,0.6933701657458563,0.7770897832817337,0.6259351620947631
5,0.6546546546546547,0.7017212900197672,0.634920634920635,0.6191950464396285,0.6514657980456026
6,0.6726726726726727,0.7275180748991326,0.693820224719101,0.7647058823529411,0.6349614395886889
7,0.6726726726726727,0.7281499065791729,0.7029972752043596,0.7987616099071208,0.6277372262773723
8,0.6531531531531531,0.7008006210002798,0.6804979253112032,0.7616099071207431,0.615
9,0.6741741741741741,0.7304335267941763,0.6785185185185184,0.7089783281733746,0.6505681818181818
10,0.6516516516516516,0.7180496258653838,0.7010309278350515,0.8421052631578947,0.6004415011037527
11,0.6771771771771772,0.7306411286319039,0.6814814814814815,0.7120743034055728,0.6534090909090909
12,0.6591591591591591,0.7130130247587757,0.6666666666666666,0.7027863777089783,0.6340782122905028
13,0.6666666666666666,0.7162534186606974,0.6882022471910113,0.7585139318885449,0.6298200514138818
14,0.6621621621621622,0.717526108187636,0.6388443017656501,0.6160990712074303,0.6633333333333333
15,0.6711711711711712,0.7262724638727671,0.6755555555555556,0.7058823529411765,0.6477272727272727
16,0.6921921921921922,0.7345945897155854,0.6962962962962963,0.7275541795665634,0.6676136363636364
17,0.6216216216216216,0.672079358059013,0.6499999999999999,0.7244582043343654,0.5894206549118388
18,0.6546546546546547,0.6943469116970097,0.6439628482972136,0.6439628482972136,0.6439628482972136
19,0.6606606606606606,0.7215517786061794,0.6986666666666667,0.8111455108359134,0.6135831381733021
20,0.6651651651651652,0.7121645650741499,0.6754002911208151,0.718266253869969,0.6373626373626373
21,0.6636636636636637,0.7164610204984249,0.6715542521994136,0.7089783281733746,0.637883008356546
22,0.6831831831831832,0.7359665670779589,0.680786686838124,0.6965944272445821,0.665680473372781
23,0.6741741741741741,0.7237090324851746,0.6707132018209409,0.6842105263157895,0.6577380952380952
24,0.6846846846846847,0.7312278294776557,0.6875,0.7151702786377709,0.66189111747851
25,0.6771771771771772,0.7306140501313306,0.6040515653775322,0.5077399380804953,0.7454545454545455
26,0.6531531531531531,0.6881459350657556,0.606473594548552,0.5510835913312694,0.6742424242424242
27,0.6771771771771772,0.7363546922528409,0.6993006993006994,0.7739938080495357,0.6377551020408163
28,0.6546546546546547,0.7064239229526397,0.5964912280701754,0.5263157894736842,0.6882591093117408
29,0.6711711711711712,0.7153869066423562,0.6583463338533542,0.653250773993808,0.6635220125786163
30,0.6711711711711712,0.7241513146612027,0.7044534412955465,0.8080495356037152,0.6244019138755981
31,0.6996996996996997,0.7500112827085721,0.7267759562841529,0.8235294117647058,0.6503667481662592
32,0.6681681681681682,0.7147189702948848,0.6917712691771268,0.7678018575851393,0.6294416243654822
33,0.6831831831831832,0.7171650615133272,0.6874074074074074,0.718266253869969,0.6590909090909091
34,0.6756756756756757,0.7312639341450867,0.6560509554140128,0.6377708978328174,0.6754098360655738
35,0.6696696696696697,0.7113612362238129,0.6405228758169934,0.6068111455108359,0.6782006920415224
36,0.6756756756756757,0.7248011986749587,0.689655172413793,0.7430340557275542,0.6434316353887399
37,0.6756756756756757,0.7187536668802861,0.6447368421052632,0.6068111455108359,0.6877192982456141
38,0.6681681681681682,0.7078951881504483,0.6452648475120385,0.6222910216718266,0.67
39,0.6756756756756757,0.7138885629439745,0.696629213483146,0.7678018575851393,0.6375321336760925
40,0.6756756756756757,0.7146106562925922,0.6387959866220737,0.5913312693498453,0.6945454545454546
41,0.6816816816816816,0.7381147947900965,0.6962750716332379,0.7523219814241486,0.648
42,0.6426426426426426,0.7032015813844334,0.636085626911315,0.6439628482972136,0.6283987915407855
43,0.6561561561561562,0.7102690700340286,0.6347687400318979,0.6160990712074303,0.6546052631578947
44,0.6741741741741741,0.7144752637897265,0.6593406593406592,0.6501547987616099,0.6687898089171974
45,0.6681681681681682,0.7179593641968065,0.6452648475120385,0.6222910216718266,0.67
46,0.6786786786786787,0.7304606052947495,0.6757575757575757,0.6904024767801857,0.6617210682492581
47,0.6846846846846847,0.7369955500997392,0.7,0.7585139318885449,0.649867374005305
48,0.6531531531531531,0.718491908041412,0.6813793103448276,0.7647058823529411,0.6144278606965174
49,0.6741741741741741,0.7242957333309263,0.6389351081530783,0.5944272445820433,0.6906474820143885
50,0.6726726726726727,0.7076244031447166,0.6414473684210527,0.6037151702786377,0.6842105263157895
51,0.6501501501501501,0.7203151937466716,0.6485671191553544,0.6656346749226006,0.6323529411764706
52,0.6936936936936937,0.7502730415474461,0.7174515235457063,0.8018575851393189,0.6491228070175439
53,0.6756756756756757,0.7244220996669344,0.6676923076923077,0.6718266253869969,0.6636085626911316
54,0.6651651651651652,0.727698598236287,0.6754002911208151,0.718266253869969,0.6373626373626373
55,0.6681681681681682,0.7279423047414455,0.6820143884892086,0.7337461300309598,0.6370967741935484
56,0.6891891891891891,0.7336919730298134,0.686838124054463,0.7027863777089783,0.6715976331360947
57,0.6516516516516516,0.6981198494435368,0.5986159169550173,0.5356037151702786,0.6784313725490196
58,0.6546546546546547,0.7057830651057415,0.6525679758308157,0.6687306501547987,0.6371681415929203
59,0.6741741741741741,0.7163256279955592,0.6539074960127592,0.6346749226006192,0.6743421052631579
60,0.6876876876876877,0.7423570932132252,0.6886227544910178,0.7120743034055728,0.6666666666666666
61,0.6666666666666666,0.7172101923476158,0.65527950310559,0.653250773993808,0.6573208722741433
62,0.6591591591591591,0.7068752312955258,0.6146010186757216,0.5603715170278638,0.6804511278195489
63,0.6561561561561562,0.7064510014532128,0.6058519793459552,0.544891640866873,0.6821705426356589
64,0.7057057057057057,0.7489822996867921,0.7039274924471298,0.7213622291021672,0.6873156342182891
65,0.6741741741741741,0.7233840904782967,0.6756352765321374,0.6996904024767802,0.653179190751445
66,0.6651651651651652,0.7066856817915137,0.6845827439886846,0.7492260061919505,0.6302083333333334
67,0.6966966966966966,0.7422848838783633,0.7130681818181819,0.7770897832817337,0.6587926509186351
68,0.6861861861861862,0.7367608697614384,0.6799387442572741,0.6873065015479877,0.6727272727272727
69,0.6576576576576577,0.7192952368917491,0.6695652173913044,0.7151702786377709,0.6294277929155313
70,0.6756756756756757,0.7243769688326458,0.6785714285714285,0.7058823529411765,0.6532951289398281
71,0.6651651651651652,0.7090505375082363,0.6465927099841522,0.631578947368421,0.6623376623376623
72,0.6681681681681682,0.7024704618689581,0.7126137841352407,0.848297213622291,0.6143497757847534
73,0.6801801801801802,0.7311646463096517,0.7004219409282701,0.7708978328173375,0.6417525773195877
74,0.6741741741741741,0.7245935968372311,0.6471544715447154,0.6160990712074303,0.6815068493150684
75,0.6666666666666666,0.7124895070810279,0.6372549019607843,0.6037151702786377,0.6747404844290658
76,0.6741741741741741,0.7202881152460985,0.6998616874135547,0.7832817337461301,0.6325
77,0.6486486486486487,0.7062614519492008,0.685483870967742,0.7894736842105263,0.6057007125890737
78,0.6786786786786787,0.7326449376743178,0.6880466472303207,0.7306501547987616,0.650137741046832
79,0.6786786786786787,0.7323380480011554,0.7011173184357542,0.7770897832817337,0.638676844783715
80,0.6561561561561562,0.7115868903952558,0.6867305061559508,0.7770897832817337,0.6151960784313726
81,0.6396396396396397,0.6855283466770167,0.6561604584527221,0.7089783281733746,0.6106666666666667
82,0.6696696696696697,0.7212539150998745,0.7002724795640327,0.7956656346749226,0.6253041362530414
83,0.7042042042042042,0.7392701441478846,0.7305061559507523,0.826625386996904,0.6544117647058824
0,0.6831831831831832,0.7335385281932323,0.6964028776978417,0.7492260061919505,0.6505376344086021
1,0.6846846846846847,0.7351361597270487,0.6837349397590361,0.7027863777089783,0.6656891495601173
2,0.6861861861861862,0.7295670147758351,0.6894502228826151,0.718266253869969,0.6628571428571428
3,0.6606606606606606,0.6969193692514601,0.6220735785953178,0.5758513931888545,0.6763636363636364
4,0.6756756756756757,0.7280957495780266,0.6375838926174497,0.5882352941176471,0.6959706959706959
5,0.6801801801801802,0.7336378160286672,0.6444073455759599,0.5975232198142415,0.6992753623188406
6,0.6696696696696697,0.7274007347299822,0.6583850931677018,0.6563467492260062,0.660436137071651
7,0.7012012012012012,0.7512568937349375,0.710334788937409,0.7554179566563467,0.6703296703296703
8,0.6816816816816816,0.743945698580184,0.7047353760445683,0.7832817337461301,0.640506329113924
9,0.6876876876876877,0.7379613499535153,0.6886227544910178,0.7120743034055728,0.6666666666666666
