Iteration,Accuracy,AUC,F1,Recall,Precision
10,0.6141141141141141,0.6225979113449891,0.4870259481037924,0.37770897832817335,0.6853932584269663
11,0.6081081081081081,0.6308749063535188,0.5175600739371534,0.43343653250773995,0.6422018348623854
12,0.6561561561561562,0.6804466147361201,0.6098807495741055,0.5541795665634675,0.678030303030303
13,0.5765765765765766,0.5950771285957993,0.5,0.43653250773993807,0.5850622406639004
14,0.6246246246246246,0.6529438843206455,0.6397694524495678,0.6873065015479877,0.5983827493261455
15,0.6591591591591591,0.7142496096182833,0.6513056835637481,0.6563467492260062,0.6463414634146342
16,0.6291291291291291,0.6417514374170721,0.5203883495145631,0.4148606811145511,0.6979166666666666
17,0.5990990990990991,0.6132738809809638,0.4971751412429378,0.4086687306501548,0.6346153846153846
18,0.6726726726726727,0.6966034534114398,0.629251700680272,0.5727554179566563,0.6981132075471698
19,0.6216216216216216,0.6174620224029461,0.4424778761061947,0.30959752321981426,0.7751937984496124
20,0.6036036036036037,0.6168662953903365,0.5448275862068966,0.4891640866873065,0.6147859922178989
21,0.6051051051051051,0.6060800259953606,0.4708249496981891,0.3622291021671827,0.6724137931034483
22,0.6441441441441441,0.669660345341144,0.5934819897084048,0.5356037151702786,0.6653846153846154
23,0.6186186186186187,0.6375362174945166,0.5243445692883896,0.43343653250773995,0.6635071090047393
24,0.6486486486486487,0.6967298197474479,0.5951557093425606,0.5325077399380805,0.6745098039215687
25,0.6516516516516516,0.6580797732626885,0.5606060606060606,0.4582043343653251,0.7219512195121951
26,0.6546546546546547,0.6862684923593497,0.6140939597315436,0.56656346749226,0.6703296703296703
27,0.5690690690690691,0.604031086118658,0.6579261025029797,0.8544891640866873,0.5348837209302325
28,0.6666666666666666,0.6968471599165983,0.62876254180602,0.5820433436532507,0.6836363636363636
29,0.6306306306306306,0.635162335610936,0.48962655601659744,0.3653250773993808,0.7421383647798742
30,0.6726726726726727,0.7307494426341965,0.6755952380952381,0.7027863777089783,0.6504297994269341
31,0.5690690690690691,0.5725929469532174,0.5997210599721061,0.6656346749226006,0.5456852791878173
32,0.5420420420420421,0.5400355630974194,0.6659364731653887,0.9411764705882353,0.5152542372881356
33,0.6396396396396397,0.6765743891541579,0.590443686006826,0.5356037151702786,0.6577946768060836
34,0.6561561561561562,0.6844722851546633,0.6239737274220033,0.5882352941176471,0.6643356643356644
35,0.5885885885885885,0.6035346469414833,0.3856502242152467,0.26625386996904027,0.6991869918699187
36,0.6381381381381381,0.6728104775744884,0.6408345752608047,0.6656346749226006,0.617816091954023
37,0.6201201201201201,0.6582151657655543,0.5357798165137615,0.4520123839009288,0.6576576576576577
38,0.6081081081081081,0.6488369784003827,0.6211901306240928,0.6625386996904025,0.5846994535519126
39,0.6696696696696697,0.7199360947386473,0.6901408450704226,0.7585139318885449,0.6330749354005168
40,0.6141141141141141,0.624186516711948,0.4612159329140461,0.34055727554179566,0.7142857142857143
41,0.6291291291291291,0.6428074989394255,0.5203883495145631,0.4148606811145511,0.6979166666666666
42,0.6621621621621622,0.710196860699167,0.6853146853146853,0.7585139318885449,0.625
43,0.6231231231231231,0.6404787478901335,0.5781512605042017,0.5325077399380805,0.6323529411764706
44,0.6456456456456456,0.6701658106851762,0.5740072202166066,0.49226006191950467,0.6883116883116883
45,0.6546546546546547,0.6830822554585745,0.6290322580645161,0.6037151702786377,0.6565656565656566
46,0.6051051051051051,0.6129669913078013,0.5261261261261261,0.4520123839009288,0.6293103448275862
47,0.6096096096096096,0.6451362499887172,0.5873015873015873,0.5727554179566563,0.6026058631921825
48,0.5795795795795796,0.5941023025751654,0.4067796610169491,0.29721362229102166,0.6442953020134228
49,0.5645645645645646,0.5494859597974527,0.6164021164021164,0.7213622291021672,0.5381062355658198
50,0.6081081081081081,0.637328615656789,0.46625766871165647,0.35294117647058826,0.6867469879518072
51,0.6336336336336337,0.6553628970385147,0.5158730158730159,0.4024767801857585,0.7182320441988951
52,0.5930930930930931,0.6171190280623527,0.5009208103130754,0.42105263157894735,0.6181818181818182
53,0.6816816816816816,0.7063607397846358,0.6406779661016949,0.5851393188854489,0.7078651685393258
