fold,metric,value,nz,d_dim,lr,lr_adv,lam,batch_size,TX_drug_feat_data_test,TX_drug_adj_data_test,TX_gexpr_data_test,TY_test
0,auc_TEST,0.640929649001372,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6365631144650199,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6341247197443608,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6240398040475581,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6364537704020639,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6162175284676963,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6267405821475603,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.618178683408297,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6325750667580525,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6123562121658639,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6329287440023313,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6259034296508511,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6353340320167208,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6362300653657924,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.639182433932808,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6319910115996502,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6342107474338252,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6331719318417887,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6437691282602869,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6263950016667552,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6361986562432493,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.560034092670076,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.5895358538490955,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6017415870972357,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6100509168175319,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.5950613310445946,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6221916197984743,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.612388096174707,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6257425634319421,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6113828988305976,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6286476506647949,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6330648237552003,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6376755607287639,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6240031470156994,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6401425679373964,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6098719736795051,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6456124180122783,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6224534801940661,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6327425124392483,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6341373720034807,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6292395452959805,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6238359618066731,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6434428485480231,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6302882380288238,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6416763899962703,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6285746641395177,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6305970372585045,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6288089022398646,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6335948138450913,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.620390039218491,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6353343386403123,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.626993407955751,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6373939227077063,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6263300313509519,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6366346405528777,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6378771352620726,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6440036503605353,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6342059149590531,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6410806544181776,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6289844318086996,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6420384286973685,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6375537913194816,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6437506073644572,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6328830359165087,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6389232793712497,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6387017368188916,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6423849622262902,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6254643040207895,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6449515630674528,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6401321985003993,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6332956323579465,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6252273838047897,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6395879752629824,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6234616576666786,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6416468052794498,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6315783356578336,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6458885184718443,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6175562350248542,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6341137422670899,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.63938329220756,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6412768254795316,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6522905267675142,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6406823859264689,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6299932053070129,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6421858456535043,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6375120695204377,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6457643710560191,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6309796278415525,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6404439644491381,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6382767704943437,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6411593702656794,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.635813992299348,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6421874480117232,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6285549952913969,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6414533794347502,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6262093361465746,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6415927963818374,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6369768384412737,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6370831594696119,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6365921038515181,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6385360270922957,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.645077721751362,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6314851796474492,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.573216903365824,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.5811447987028062,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.5958024767742918,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6089080348179245,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.618802709983247,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6241432214167806,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6039430755977764,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6125466722177383,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.5973843711925069,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6256760184376762,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.608623020103564,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6243635221077835,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6278550249390801,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6274074371854371,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6157656392780992,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6354157172301486,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6382453167834299,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6324305003043067,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6243494541006702,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6333287281243934,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.630746934968017,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6371762022847177,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6471685339247639,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.637778818577515,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6172978578091685,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.631309120538151,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6323306141486446,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.638690678224508,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.641025381701188,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6446177070197334,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6110806379454767,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6392121397863377,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6251552743298813,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6422094568731412,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6331867051858057,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6480835371548698,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.617938884975632,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6445540132805334,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6342706508909535,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6530892217562921,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.6318392095644227,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_TEST,0.6381385833437879,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
0,auc_val,0.637674490271855,100,100,0.0001,0.0001,1.0,"[128, 14]",cuda:0,cuda:0,cuda:0,cuda:0
