nz,d_dim,lr,lr_adv,lam,batch_size,Epoch,Train AUC,Train Accuracy,Train F1,Train Recall,Train Precision,Train W_distance,Train critic_loss,Train gen_loss,Train total_loss,Val AUC,Val Accuracy,Val F1,Val Recall,Val Precision,Val W_distance,Val critic_loss,Val gen_loss,Val total_loss,Test AUC,Test Accuracy,Test F1,Test Recall,Test Precision,Test W_distance,Test critic_loss,Test gen_loss,Test total_loss,Iteration
100,256,0.0001,2e-05,0.0001,"[128, 14]",0,0.5057895210231048,0.3948479729729729,0.2111926605504587,0.669965075669383,0.1253539533870616,0.2306194918246956,29.45272911131919,0.4535630925281628,0.4541488554136174,0.6411860424098634,0.7666000444148345,0.3080974325213956,0.4406779661016949,0.2368421052631578,0.7148194313049316,-0.7148194313049316,0.3538413047790527,0.3537698090076446,0.4485102311601332,0.5045045045045045,0.5758354755784062,0.6934984520123839,0.4923076923076923,0.7098499536514282,-0.7098499536514282,0.9368855357170104,0.936814546585083,<built-in function iter>
256,100,1e-05,2.0000000000000003e-06,0.001,"[256, 28]",3,0.5087019752446772,0.5754261363636364,0.1980144888650389,0.4318314803978935,0.1284595300261096,-0.0427264151248064,35.67564256841486,0.5160802055488933,0.523114005318555,0.5517104087723321,0.5889407061958695,0.2225955480890382,0.500945179584121,0.1430885529157667,-0.0446933135390281,0.0446933135390281,0.4522241950035095,0.452268898487091,0.4369928422496818,0.4924924924924925,0.6411889596602972,0.934984520123839,0.4878836833602585,-0.0435899831354618,0.0435899831354618,0.735097348690033,0.7351409196853638,<built-in function iter>
256,100,1e-05,2.0000000000000003e-06,0.001,"[256, 28]",0,0.5060601145992634,0.6303977272727272,0.1848370927318295,0.3617412630288166,0.1241321270776351,0.0048402221365408,39.23909764723344,0.6846903703429482,0.6924264287168327,0.5885672482337365,0.6415722851432378,0.2464985994397759,0.4943820224719101,0.1641791044776119,0.0110553056001663,-0.0110553056001663,0.6810097098350525,0.680998682975769,0.5131917428625585,0.5405405405405406,0.331877729257642,0.2352941176470588,0.562962962962963,0.0100824981927871,-0.0100824981927871,0.6928670406341553,0.6928569674491882,<built-in function iter>
256,100,1e-05,2.0000000000000003e-06,0.001,"[256, 28]",0,0.4969115387161509,0.3303267045454545,0.2047735514885721,0.7362037598544573,0.1189263322884012,0.0065273403444073,40.56101033470848,0.6529959765347567,0.6609898976759476,0.5007136239758375,0.2853653120142127,0.2089478859390364,0.8157389635316699,0.1198195658302791,0.0108343958854675,-0.0108343958854675,0.6467190384864807,0.6467081904411316,0.4315771421350495,0.5255255255255256,0.0650887573964497,0.0340557275541795,0.7333333333333333,0.0114151686429977,-0.0114151686429977,0.6932316422462463,0.6932201981544495,<built-in function iter>
256,100,1e-05,2.0000000000000003e-06,0.001,"[256, 28]",0,0.5068436033899443,0.2232954545454545,0.2106250902266493,0.8858530661809351,0.1195215859752601,0.00537810921669,39.60866742567583,0.6326973221518777,0.6405049955974926,0.5223926112884707,0.3035753941816567,0.214822233350025,0.8281853281853282,0.1234177215189873,0.0076678842306137,-0.0076678842306137,0.6282751560211182,0.6282674670219421,0.3799925985431767,0.515015015015015,0.0182370820668693,0.0092879256965944,0.5,0.0081731528043746,-0.0081731528043746,0.6946208477020264,0.6946126818656921,<built-in function iter>
256,100,1e-05,2.0000000000000003e-06,0.001,"[256, 28]",0,0.5054729191258802,0.7352982954545455,0.1596392333709132,0.2155907429963459,0.1267454350161117,-0.0002712835642424,41.90684190229936,0.6797051082957875,0.6879657880436291,0.4642831743105695,0.1605596269153897,0.2124999999999999,0.96045197740113,0.1194659170765987,-0.0017403773963451,0.0017403773963451,0.6770049333572388,0.6770066618919373,0.6090180433075487,0.5915915915915916,0.5627009646302251,0.541795665634675,0.5852842809364549,-0.0016451925039291,0.0016451925039291,0.6926307082176208,0.6926323771476746,<built-in function iter>
256,128,1e-05,2e-05,0.0001,"[128, 14]",0,0.4971078399244854,0.8406531531531531,0.0841423948220064,0.0602549246813441,0.1394101876675603,0.0385135295171592,18.085999077202768,0.6690520085729994,0.6694105587982045,0.4846947027131933,0.7430601821008217,0.1486387049300956,0.1909262759924385,0.1216867469879518,0.1503640264272689,-0.1503640264272689,0.6542448401451111,0.6542298197746277,0.5336314977118667,0.5540540540540541,0.3999999999999999,0.3065015479876161,0.5755813953488372,0.1452150642871856,-0.1452150642871856,0.6927303671836853,0.6927158236503601,<built-in function iter>
256,128,1e-05,2e-05,0.0001,"[128, 14]",0,0.4963432392931609,0.4916948198198198,0.198624056813138,0.52065154159395,0.1227204168380639,0.0496308671327324,18.60790968491688,0.7344390245171281,0.7348077950023852,0.5247451456654239,0.3162336220297579,0.2218852666161233,0.8220973782771536,0.1282500730353491,0.1746988594532013,-0.1746988594532013,0.7066230773925781,0.7066056132316589,0.5243706505158455,0.56006006006006,0.3933747412008281,0.2941176470588235,0.59375,0.1726891100406646,-0.1726891100406646,0.6945192217826843,0.6945019364356995,<built-in function iter>
256,128,1e-05,2e-05,0.0001,"[128, 14]",0,0.5189742418251075,0.4232122747747748,0.2157144224327687,0.6575262543757293,0.1290211791642816,-0.0082077824653268,18.308824303182394,0.671057255418451,0.671420235634253,0.5278330221119799,0.4996668887408394,0.2141611440530171,0.5892514395393474,0.1308610400682012,0.0142911374568939,-0.0142911374568939,0.6533722281455994,0.6533707976341248,0.4937223009504554,0.527027027027027,0.2725173210161662,0.1826625386996904,0.5363636363636364,0.0160917192697525,-0.0160917192697525,0.6929788589477539,0.692977249622345,<built-in function iter>
256,128,1e-05,2e-05,0.0001,"[128, 14]",0,0.5005838303804955,0.3191863738738739,0.2049806854606723,0.7512048192771085,0.1186827829066336,0.0397137545451924,16.407493004759957,0.7278307117857374,0.7281555452867571,0.5234152686473892,0.7168554297135243,0.1853035143769968,0.2799227799227799,0.1384909264565425,0.139586865901947,-0.139586865901947,0.7127543091773987,0.7127403616905212,0.4338336838494796,0.515015015015015,0.592686002522068,0.7275541795665634,0.5,0.1431870311498642,-0.1431870311498642,0.6946751475334167,0.6946608424186707,<built-in function iter>
256,128,1e-05,2e-05,0.0001,"[128, 14]",0,0.4967710211480656,0.1765906531531531,0.2057166134836038,0.9277403551745256,0.1156841783750763,0.0521481911408471,20.054085991336954,0.632762362291147,0.6331602070497567,0.563057930940311,0.5907172995780591,0.2272536687631027,0.5103578154425612,0.1461704422869471,0.2076511085033416,-0.2076511085033416,0.6185910701751709,0.6185703277587891,0.5499733728077697,0.5825825825825826,0.4591439688715953,0.3653250773993808,0.6178010471204188,0.2059388011693954,-0.2059388011693954,0.6948786377906799,0.6948580145835876,<built-in function iter>
128,128,0.0001,2e-05,0.001,"[128, 14]",29,0.7356184666192692,0.7303631756756757,0.3534177215189873,0.5982857142857143,0.2507784431137724,0.0300112451418294,-0.1159326283361863,0.3300029169600289,0.3299845904951857,0.7652731887704864,0.7377304019542528,0.3687867450561197,0.6521739130434783,0.2570789865871833,0.0128078125417232,-0.0128078125417232,0.3117058277130127,0.311693012714386,0.6909711252922222,0.6501501501501501,0.6235864297253635,0.5975232198142415,0.652027027027027,0.0438682958483696,-0.0438682958483696,1.2992292642593384,1.2991853952407837,<built-in function iter>
128,128,0.0001,2e-05,0.001,"[128, 14]",32,0.7554160329989366,0.7486627252252253,0.3674047829937998,0.6265861027190333,0.2598997493734336,0.21231345926319156,-0.9473860104912305,0.309447086474917,0.3092532629405257,0.7307947454193219,0.6813235620697313,0.3291257597007948,0.6591760299625468,0.2193146417445483,0.12540489435195923,-0.12540489435195923,0.3341009020805359,0.33397549390792847,0.6844677720712345,0.6471471471471472,0.5898778359511345,0.5232198142414861,0.676,0.03251737356185913,-0.03251737356185913,1.3605562448501587,1.3605237007141113,<built-in function iter>
