Iteration,Epoch,Train AUC,Train Accuracy,Train F1,Train Recall,Train Precision,Train W_distance,Train critic_loss,Train gen_loss,Val AUC,Val Accuracy,Val F1,Val Recall,Val Precision,Val W_distance,Test AUC,Test Accuracy,Test F1,Test Recall,Test Precision,Train total_loss,Val critic_loss,Val gen_loss,Val total_loss,Test W_distance,Test critic_loss,Test gen_loss,Test total_loss
0,0,0.6092895857368625,0.6812874251497006,0.255236346145437,0.4653962685377132,0.1758344378840824,10.567313800511243,-8.057640019862237,0.3693124808237224,0.6841926200747112,0.7054538994492805,0.2980524978831498,0.5605095541401274,0.2029988465974625,11.923115730285645,0.4826832988834632,0.527027027027027,0.186046511627907,0.1114551083591331,0.5625,0.3685067168217372,-11.923115730285645,0.3330942690372467,0.3319019675254822,11.897146224975586,-11.897146224975586,1.0251693725585938,1.023979663848877
0,1,0.6813385359419433,0.7217252994011976,0.3057098837480741,0.5222940097311957,0.216098478598066,6.72970487343337,-5.968070547309464,0.3390589992621701,0.7156788387545421,0.7265944217445373,0.3294117647058823,0.6019108280254777,0.2267546490701859,4.016155242919922,0.5802381102817067,0.5990990990990991,0.4649298597194388,0.3591331269349845,0.6590909090909091,0.3384621922074391,-4.016155242919922,0.3165692389011383,0.3161676228046417,4.334122180938721,-4.334122180938721,1.053735375404358,1.0533019304275513
0,2,0.7123354897569245,0.7441148952095809,0.3334227010163543,0.5454545454545454,0.2400926673452911,3.545059090745663,-3.2956427946062146,0.3285503648712249,0.7309601773912734,0.7219754841001954,0.3404972608512431,0.643312101910828,0.2315186246418338,2.568028926849365,0.6317323922050023,0.6156156156156156,0.5949367088607594,0.5820433436532507,0.6084142394822006,0.3282208005917645,-2.568028926849365,0.3110663294792175,0.3108095228672027,3.0113773345947266,-3.0113773345947266,1.098076105117798,1.0977749824523926
0,3,0.7270583800350283,0.7603386976047904,0.349129716681489,0.5479342797894401,0.2561807808479696,2.4006547219738987,-2.269973924872047,0.3228671990647287,0.7401414621534292,0.7328122224196127,0.3409290096406661,0.6194267515923567,0.2351874244256348,1.6400349140167236,0.6669073644495391,0.6291291291291291,0.5806451612903226,0.5294117647058824,0.6428571428571429,0.3226402016722416,-1.6400349140167236,0.314748078584671,0.3145840764045715,2.174605131149292,-2.174605131149292,0.9386464953422546,0.938429057598114
0,4,0.740228854267996,0.7447230538922156,0.353030446741914,0.5936204146730463,0.2512149028077753,1.412157647338456,-1.3542740177742378,0.3176618231806212,0.7469230676157761,0.7413394919168591,0.3505798394290811,0.6257961783439491,0.2434944237918215,1.712637186050415,0.6377528454991019,0.6306306306306306,0.5358490566037736,0.4396284829721362,0.6859903381642513,0.3175263957788438,-1.712637186050415,0.3064197897911072,0.3062485158443451,2.161496162414551,-2.161496162414551,1.166535496711731,1.1663193702697754
0,5,0.7457127550533025,0.7424401197604791,0.3569125823482689,0.6092192359837307,0.2523870882479267,1.1459088653861405,-1.1097352883204104,0.314768404571596,0.7605838704870491,0.7358322970332208,0.3526338702655638,0.6449044585987261,0.2426602756141402,1.401365041732788,0.6787135906994376,0.6546546546546547,0.6515151515151515,0.6656346749226006,0.6379821958456974,0.3146574310427639,-1.401365041732788,0.3046435117721557,0.3045033812522888,1.8066718578338623,-1.8066718578338623,1.271796464920044,1.271615743637085
0,6,0.7577858810255349,0.7254865269461078,0.3560988456305139,0.646969696969697,0.2456549385332768,0.8499166413338598,-0.8278497728217995,0.3098782815976057,0.7726988041882069,0.7031444306271096,0.3495523550019463,0.714968152866242,0.2313240597630087,1.079692244529724,0.689653304930995,0.6501501501501501,0.6537890044576523,0.6811145510835913,0.6285714285714286,0.3097954966203231,-1.079692244529724,0.2981414794921875,0.2980335056781769,1.3047404289245603,-1.3047404289245603,1.2687135934829712,1.2685831785202026
0,7,0.7734243292229808,0.7123877245508982,0.3607021046501955,0.6912714228776405,0.2440136188412729,1.0883039909208607,-1.03946509079305,0.3029788537475163,0.7783116943490282,0.7473796411440753,0.3685612788632326,0.660828025477707,0.2555418719211823,1.1479276418685913,0.7039688055673398,0.6576576576576577,0.6627218934911242,0.6934984520123839,0.6345609065155807,0.3028749072384371,-1.1479276418685913,0.2957783639431,0.2956635653972626,1.1430373191833496,-1.1430373191833496,1.30225670337677,1.3021423816680908
0,8,0.7799162132240613,0.7333925898203593,0.3723430031498491,0.6737345555998405,0.2572593900286114,1.2641727359708912,-1.2024677545724514,0.2996483756931956,0.7918311242210156,0.7313910108367383,0.3726141078838174,0.714968152866242,0.2519640852974186,1.4437692165374756,0.7225356307936708,0.6651651651651652,0.6854724964739068,0.7523219814241486,0.6295336787564767,0.2995281289177381,-1.4437692165374756,0.2859738767147064,0.2858295142650604,1.1789333820343018,-1.1789333820343018,1.3341703414916992,1.3340524435043335
0,9,0.7869404345778213,0.7438342065868263,0.3835641112236857,0.6791038826437057,0.2672565261044177,1.596429216718959,-1.52016293736632,0.296480967880723,0.7939459878724892,0.7255285130573814,0.3670626792298238,0.7133757961783439,0.2471042471042471,1.7389453649520874,0.7247741201743856,0.6756756756756757,0.6785714285714285,0.7058823529411765,0.6532951289398281,0.2963289515869865,-1.7389453649520874,0.2841008901596069,0.2839269936084747,1.3240832090377808,-1.3240832090377808,1.3818089962005615,1.3816765546798706
0,10,0.7934937006221268,0.7250280688622754,0.3780500708949696,0.7121103404289245,0.2573321809276865,1.956783501830644,-1.854538656209044,0.2932446092010258,0.7950661460064674,0.6873334517676319,0.3534166054371785,0.7659235668789809,0.2297039159503343,1.8193438053131104,0.7335385281932323,0.6831831831831832,0.6964028776978417,0.7492260061919505,0.6505376344086021,0.2930591553354051,-1.8193438053131104,0.2833479642868042,0.2831660211086273,1.345118522644043,-1.345118522644043,1.282467246055603,1.2823327779769895
0,11,0.798648693281993,0.7523858532934131,0.3939636813300052,0.6860196187893771,0.2763250883392226,2.1032585548069664,-1.989748840025085,0.2908054823468545,0.7976971484683957,0.6869781488719133,0.3526818515797208,0.7643312101910829,0.2292263610315186,2.498110771179199,0.701441478847178,0.6636636636636637,0.6606060606060605,0.6749226006191951,0.6468842729970327,0.2906065074628521,-2.498110771179199,0.284871757030487,0.2846219539642334,1.9441933631896973,-1.9441933631896973,1.4303263425827026,1.430131912231445
0,12,0.8004326723049685,0.7293880988023952,0.3842370824551319,0.7193304105221203,0.2621274618021263,2.638856690515301,-2.4775220456951392,0.2900379513016718,0.8010738616607889,0.7624800142121159,0.3875400824553366,0.6735668789808917,0.2720257234726688,2.8612728118896484,0.6922618671528762,0.6516516516516516,0.6695156695156694,0.7275541795665634,0.6200527704485488,0.2897901990971022,-2.8612728118896484,0.2806417346000671,0.2803556025028229,2.176340103149414,-2.176340103149414,1.5834019184112549,1.5831842422485352
0,13,0.8038328041642214,0.7403910928143712,0.3904035854735593,0.7084761980703294,0.2694383794274624,2.8606162733660487,-2.6786676478956988,0.2884720075094771,0.8039245654053903,0.7319239651803162,0.3802874743326488,0.7372611464968153,0.2562257885998893,3.15225601196289,0.7110814250512236,0.6636636636636637,0.6521739130434783,0.6501547987616099,0.6542056074766355,0.2882041407446876,-3.15225601196289,0.2797417342662811,0.2794265151023865,2.446779251098633,-2.446779251098633,1.6788004636764526,1.6785557270050049
0,14,0.8076274057423707,0.759253368263473,0.4043887872965904,0.6965709728867624,0.2848895991650631,3.2951738697326114,-3.0700575494480704,0.2869868983408648,0.8044658584206725,0.7352993426896429,0.3765690376569037,0.7165605095541401,0.2553916004540295,3.4772799015045166,0.7002951556562476,0.6591591591591591,0.6284779050736496,0.5944272445820433,0.6666666666666666,0.2866798925859201,-3.4772799015045166,0.294451504945755,0.2941037714481354,2.6506826877593994,-2.6506826877593994,1.5890692472457886,1.5888041257858276
0,15,0.8082515267082284,0.7593843562874252,0.4038296589934395,0.694300518134715,0.2847149581589958,3.837241138812311,-3.5510290379295806,0.2863826519893315,0.8099905496607683,0.7372535086160952,0.385031185031185,0.7372611464968153,0.2605514912774339,3.788921594619751,0.7054220184314326,0.6621621621621622,0.6511627906976745,0.6501547987616099,0.6521739130434783,0.2860275490855382,-3.788921594619751,0.2787553071975708,0.2783764004707336,2.917065382003784,-2.917065382003784,1.7314834594726562,1.7311917543411257
0,16,0.8101428209039954,0.7469030688622754,0.399200444197668,0.7166666666666667,0.2766507618901031,4.177171035583862,-3.850597864853408,0.2856046453564467,0.7949015292482905,0.7846864451945283,0.3897280966767371,0.6162420382165605,0.2849779086892489,4.25563907623291,0.6962604590708465,0.6576576576576577,0.6082474226804124,0.5479876160990712,0.6833976833976834,0.2852195855699613,-4.25563907623291,0.2917435765266418,0.2913179993629455,3.310495376586914,-3.310495376586914,1.9254487752914429,1.9251177310943604
1,0,0.6092779734064476,0.6702002245508982,0.256365899453598,0.4845295055821371,0.1742921889790883,13.611164556454844,-10.455946186773792,0.3730663430191085,0.6813793292296955,0.7246402558180849,0.2973708068902992,0.5222929936305732,0.2078580481622306,13.616466522216797,0.4675103123956349,0.521021021021021,0.0362537764350453,0.0185758513931888,0.75,0.3720207484004308,-13.616466522216797,0.3288454115390777,0.3274837732315063,13.431238174438477,-13.431238174438477,0.9541949033737184,0.9528517723083496
1,1,0.6786501465873542,0.7008514221556886,0.2990068185306176,0.5435631725787167,0.2062239158047541,7.614866726127214,-6.659225898731255,0.3405151777103276,0.7120036183846032,0.6727660330431693,0.3131991051454139,0.6687898089171974,0.2044790652385589,3.75152587890625,0.5640812716063869,0.5630630630630631,0.5776487663280117,0.6160990712074303,0.5437158469945356,0.3398492551204539,-3.75152587890625,0.319954365491867,0.3195792138576507,3.923230171203613,-3.923230171203613,0.9977680444717408,0.9973757266998292
1,2,0.7116346709217817,0.7162050898203592,0.3253258596912673,0.583266868719094,0.2255706354102405,2.919678721742002,-2.7314295322595243,0.3294016289853764,0.7290051543831362,0.7434713092911707,0.3454215775158658,0.606687898089172,0.2414448669201521,2.077766895294189,0.6371119876522038,0.6321321321321322,0.518664047151277,0.4086687306501548,0.7096774193548387,0.3291284860321506,-2.077766895294189,0.3148613274097442,0.3146535456180572,2.4519100189208984,-2.4519100189208984,1.1809377670288086,1.1806925535202026
1,3,0.7326865643359529,0.7233532934131737,0.3418510439389218,0.6121163810282981,0.2371452394922948,1.6030690755672798,-1.5333103013877385,0.3215172581508488,0.7439500953312522,0.7582163794634926,0.3565011820330969,0.6003184713375797,0.2535305985205111,1.8790185451507568,0.6503894790999106,0.6291291291291291,0.5203883495145631,0.4148606811145511,0.6979166666666666,0.3213639271207094,-1.8790185451507568,0.307186096906662,0.3069981932640075,2.2803869247436523,-2.2803869247436523,1.1367456912994385,1.1365176439285278
